62.5,116.5
459.5,119.5
452.5,122.5
445.5,126.5
443.5,128.5
439.5,128.5
429.5,130.5
428.5,130.5
426.5,131.5
424.5,134.5
418.5,133.5
419.5,138.5
416.5,138.5
412.5,140.5
415.5,145.5
413.5,145.5
411.5,148.5
410.5,152.5
409.5,153.5
409.5,159.5
404.5,159.5
404.5,159.5
403.5,161.5
403.5,161.5
402.5,161.5
399.5,159.5
396.5,159.5
396.5,159.5
396.5,154.5
396.5,154.5
396.5,154.5
394.5,154.5
394.5,155.5
393.5,153.5
391.5,156.5
392.5,157.5
390.5,158.5
389.5,158.5
390.5,159.5
390.5,160.5
388.5,161.5
389.5,162.5
389.5,163.5
388.5,164.5
388.5,166.5
388.5,167.5
389.5,167.5
386.5,167.5
389.5,167.5
388.5,167.5
389.5,172.5
389.5,172.5
389.5,173.5
390.5,175.5
390.5,175.5
390.5,179.5
390.5,179.5
390.5,179.5
393.5,183.5
395.5,182.5
395.5,182.5
395.5,182.5
396.5,181.5
397.5,185.5
398.5,186.5
397.5,186.5
398.5,187.5
398.5,191.5
398.5,192.5
401.5,192.5
398.5,192.5
398.5,194.5
398.5,194.5
398.5,194.5
398.5,194.5
398.5,194.5
398.5,196.5
398.5,196.5
395.5,197.5
395.5,199.5
395.5,199.5
394.5,200.5
394.5,200.5
394.5,200.5
394.5,200.5
393.5,202.5
393.5,202.5
393.5,202.5
390.5,201.5
390.5,201.5
390.5,201.5
390.5,201.5
390.5,201.5
390.5,201.5
387.5,202.5
386.5,203.5
386.5,203.5
385.5,203.5
385.5,205.5
384.5,205.5
384.5,205.5
382.5,203.5
382.5,203.5
382.5,203.5
379.5,203.5
378.5,204.5
378.5,204.5
377.5,204.5
377.5,204.5
373.5,204.5
373.5,203.5
373.5,203.5
372.5,203.5
371.5,204.5
371.5,204.5
371.5,204.5
370.5,203.5
370.5,203.5
368.5,200.5
368.5,200.5
367.5,199.5
367.5,199.5
367.5,203.5
365.5,200.5
365.5,200.5
365.5,199.5
364.5,197.5
364.5,197.5
360.5,199.5
359.5,198.5
360.5,195.5
360.5,194.5
360.5,194.5
360.5,194.5
360.5,192.5
360.5,190.5
359.5,189.5
359.5,187.5
358.5,186.5
356.5,184.5
356.5,184.5
355.5,182.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
354.5,181.5
360.5,179.5
359.5,176.5
360.5,175.5
364.5,175.5
364.5,175.5
364.5,174.5
364.5,174.5
363.5,170.5
363.5,170.5
363.5,171.5
363.5,171.5
363.5,171.5
363.5,171.5
363.5,169.5
363.5,169.5
363.5,165.5
363.5,165.5
363.5,165.5
363.5,165.5
363.5,165.5
363.5,165.5
363.5,165.5
363.5,163.5
363.5,163.5
363.5,163.5
365.5,154.5
365.5,154.5
364.5,157.5
365.5,157.5
365.5,157.5
366.5,155.5
363.5,152.5
363.5,152.5
363.5,151.5
363.5,151.5
364.5,149.5
363.5,148.5
363.5,148.5
363.5,143.5
363.5,141.5
363.5,140.5
363.5,141.5
364.5,140.5
363.5,138.5
363.5,137.5
365.5,132.5
364.5,133.5
364.5,133.5
365.5,131.5
365.5,130.5
365.5,130.5
365.5,130.5
362.5,126.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
364.5,127.5
361.5,124.5
363.5,122.5
363.5,120.5
363.5,116.5
363.5,115.5
363.5,115.5
363.5,110.5
363.5,105.5
363.5,99.5
366.5,91.5
373.5,85.5
376.5,81.5
377.5,80.5
379.5,79.5
389.5,75.5
398.5,67.5
398.5,65.5
409.5,60.5
414.5,58.5
419.5,54.5
429.5,53.5
436.5,54.5
444.5,54.5
451.5,54.5
456.5,57.5
466.5,61.5
472.5,65.5
484.5,69.5
492.5,73.5
499.5,79.5
501.5,83.5
507.5,88.5
516.5,97.5
523.5,100.5
527.5,108.5
529.5,113.5
538.5,121.5
543.5,126.5
544.5,134.5
544.5,143.5
552.5,150.5
552.5,156.5
559.5,162.5
561.5,172.5
562.5,179.5
569.5,193.5
567.5,198.5
571.5,199.5
572.5,208.5
572.5,224.5
573.5,234.5
574.5,236.5
576.5,242.5
576.5,254.5
578.5,259.5
577.5,269.5
578.5,272.5
578.5,277.5
579.5,287.5
579.5,289.5
576.5,292.5
573.5,295.5
566.5,297.5
568.5,298.5
561.5,298.5
561.5,298.5
558.5,297.5
551.5,296.5
550.5,296.5
546.5,296.5
539.5,296.5
531.5,296.5
527.5,295.5
523.5,292.5
521.5,290.5
519.5,289.5
519.5,288.5
519.5,285.5
519.5,285.5
519.5,282.5
520.5,281.5
520.5,277.5
520.5,276.5
519.5,274.5
519.5,271.5
519.5,266.5
522.5,261.5
520.5,258.5
516.5,253.5
517.5,249.5
515.5,245.5
514.5,239.5
511.5,236.5
509.5,231.5
508.5,229.5
507.5,225.5
507.5,220.5
505.5,215.5
502.5,205.5
499.5,189.5
497.5,182.5
495.5,172.5
493.5,167.5
492.5,166.5
492.5,164.5
493.5,159.5
494.5,155.5
490.5,150.5
488.5,146.5
488.5,150.5
487.5,151.5
487.5,151.5
487.5,151.5
485.5,155.5
483.5,153.5
483.5,159.5
487.5,159.5
484.5,162.5
484.5,167.5
484.5,172.5
487.5,183.5
487.5,192.5
487.5,200.5
486.5,206.5
486.5,212.5
486.5,220.5
489.5,227.5
489.5,227.5
489.5,227.5
498.5,231.5
498.5,231.5
498.5,231.5
499.5,242.5
499.5,242.5
502.5,240.5
503.5,242.5
503.5,242.5
506.5,244.5
506.5,244.5
512.5,244.5
512.5,244.5
511.5,242.5
511.5,242.5
513.5,243.5
518.5,246.5
517.5,244.5
511.5,246.5
517.5,250.5
514.5,250.5
512.5,249.5
508.5,252.5
506.5,252.5
503.5,254.5
496.5,255.5
491.5,254.5
484.5,259.5
481.5,259.5
474.5,260.5
458.5,261.5
450.5,261.5
441.5,263.5
423.5,263.5
396.5,266.5
374.5,269.5
354.5,272.5
330.5,272.5
